annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien,categorie_prix,categorie_surface,annee_publication,mois_publication,trimestre_publication
ANO000101,2024-01-27,Appartement 70m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,450521,71.0,2,2,2,2015,6345,11,Moyen,Petit,2024,1,1
ANO000320,2024-01-27,Appartement moderne Tétouan,Tetouan,Centre,Appartement,Vente,2182701,99.24,2,1,3,2013,21994,13,Haut Standing,Moyen,2024,1,1
ANO001331,2024-01-28,Appartement 73m² Oujda,Oujda,Hay Qods,Appartement,Vente,347298,73.22,2,1,2,1994,4743,32,Moyen,Petit,2024,1,1
ANO001198,2024-01-28,Appartement 142m² Centre,Kenitra,Centre,Appartement,Vente,2241648,142.59,3,1,3,1998,15721,28,Haut Standing,Moyen,2024,1,1
ANO000134,2024-01-29,Beau Terrain Fès,Fes,Zouagha,Terrain,Vente,1171345,108.67,0,0,0,1991,10779,35,Haut Standing,Moyen,2024,1,1
ANO000065,2024-01-29,Bureau 70m² Oujda,Oujda,Hay Qods,Bureau,Vente,1285638,70.17,0,0,3,2011,18322,15,Haut Standing,Petit,2024,1,1
ANO001073,2024-01-30,Appartement 71m² Souissi,Rabat,Souissi,Appartement,Vente,351205,71.89,2,1,3,1988,4885,38,Moyen,Petit,2024,1,1
ANO000178,2024-01-30,Bureau à vente - Oujda,Oujda,Hay Qods,Bureau,Vente,535392,117.36,0,0,2,2000,4562,26,Moyen,Moyen,2024,1,1
ANO000661,2024-01-30,Terrain moderne Meknès,Meknes,Hamria,Terrain,Vente,508503,134.45,0,0,0,2004,3782,22,Moyen,Moyen,2024,1,1
ANO000043,2024-01-31,Appartement moderne Marrakech,Marrakech,Gueliz,Appartement,Location,1725,70.84,1,1,4,2010,24,16,Economique,Petit,2024,1,1
ANO001479,2024-02-01,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Vente,483629,102.4,3,2,7,2019,4723,7,Moyen,Moyen,2024,2,1
ANO001010,2024-02-01,Duplex moderne Fès,Fes,Ville Nouvelle,Duplex,Location,8278,124.51,4,3,5,2000,66,26,Economique,Moyen,2024,2,1
ANO001218,2024-02-01,Terrain 353m² Hay Mohammadi,Agadir,Hay Mohammadi,Terrain,Vente,965239,353.37,0,0,0,2003,2732,23,Moyen,Grand,2024,2,1
ANO001258,2024-02-01,Beau Bureau Tétouan,Tetouan,M'diq,Bureau,Vente,1000972,88.72,0,0,0,2003,11282,23,Haut Standing,Moyen,2024,2,1
ANO000961,2024-02-01,Terrain moderne Agadir,Agadir,Hay Mohammadi,Terrain,Location,514,45.52,0,0,0,2005,11,21,Economique,Petit,2024,2,1
ANO000939,2024-02-02,Appartement moderne Agadir,Agadir,Talborjt,Appartement,Vente,2733023,105.35,2,2,3,2013,25942,13,Haut Standing,Moyen,2024,2,1
ANO000345,2024-02-02,Beau Appartement Meknès,Meknes,Hamria,Appartement,Vente,2159689,101.18,4,3,3,2006,21345,20,Haut Standing,Moyen,2024,2,1
ANO000113,2024-02-03,Appartement moderne Kenitra,Kenitra,Centre,Appartement,Location,6679,76.97,1,1,1,2013,87,13,Economique,Petit,2024,2,1
ANO001416,2024-02-04,Appartement à location - Tanger,Tanger,Malabata,Appartement,Location,5531,89.11,1,1,0,2024,62,2,Economique,Moyen,2024,2,1
ANO000286,2024-02-04,Appartement à location - Rabat,Rabat,Hay Riad,Appartement,Location,1926,64.19,1,1,2,2000,30,26,Economique,Petit,2024,2,1
ANO001343,2024-02-05,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Vente,456261,78.5,3,1,4,2022,5812,4,Moyen,Petit,2024,2,1
ANO000266,2024-02-06,Villa moderne Marrakech,Marrakech,Medina,Villa,Vente,2726576,246.84,3,1,0,2015,11046,11,Haut Standing,Grand,2024,2,1
ANO000135,2024-02-06,Appartement moderne Agadir,Agadir,Hay Mohammadi,Appartement,Vente,550629,86.17,4,3,2,2011,6390,15,Moyen,Moyen,2024,2,1
ANO000489,2024-02-07,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,1767791,99.71,1,1,0,2023,17729,3,Haut Standing,Moyen,2024,2,1
ANO000156,2024-02-07,Beau Appartement Tétouan,Tetouan,M'diq,Appartement,Vente,523484,100.35,3,1,1,2016,5217,10,Moyen,Moyen,2024,2,1
ANO000505,2024-02-07,Appartement à location - Marrakech,Marrakech,Gueliz,Appartement,Location,1856,38.34,2,1,1,2009,48,17,Economique,Petit,2024,2,1
ANO000374,2024-02-07,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,2420262,112.64,2,2,2,2019,21487,7,Haut Standing,Moyen,2024,2,1
ANO000567,2024-02-08,Terrain 321m² Tanger,Tanger,Iberia,Terrain,Location,3817,321.55,0,0,0,2012,12,14,Economique,Grand,2024,2,1
ANO001145,2024-02-08,Appartement 82m² Malabata,Tanger,Malabata,Appartement,Location,2451,82.55,2,1,0,2010,30,16,Economique,Moyen,2024,2,1
ANO000251,2024-02-08,Villa 141m² Tétouan,Tetouan,M'diq,Villa,Vente,4615150,141.87,4,2,0,2010,32531,16,Luxe,Moyen,2024,2,1
ANO001489,2024-02-08,Duplex moderne Casablanca,Casablanca,Non spécifié,Duplex,Vente,1451990,92.18,4,2,5,2012,15752,14,Haut Standing,Moyen,2024,2,1
ANO000349,2024-02-09,Appartement moderne Rabat,Rabat,Souissi,Appartement,Vente,529285,107.09,2,2,4,2009,4942,17,Moyen,Moyen,2024,2,1
ANO000740,2024-02-09,Duplex 254m² Medina,Marrakech,Medina,Duplex,Vente,1760320,254.99,4,2,5,2008,6903,18,Haut Standing,Grand,2024,2,1
ANO001201,2024-02-09,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,451128,67.02,3,2,1,2024,6731,2,Moyen,Petit,2024,2,1
ANO000828,2024-02-09,Villa à vente - Tétouan,Tetouan,M'diq,Villa,Vente,3059689,409.4,5,3,0,2003,7474,23,Luxe,Grand,2024,2,1
ANO001456,2024-02-09,Beau Villa Tétouan,Tetouan,M'diq,Villa,Vente,3248970,207.95,6,4,0,2010,15624,16,Luxe,Grand,2024,2,1
ANO000844,2024-02-09,Appartement à location - Tanger,Tanger,Centre Ville,Appartement,Location,1657,96.84,2,2,0,2002,17,24,Economique,Moyen,2024,2,1
ANO001229,2024-02-10,Appartement 63m² Fès,Fes,Ville Nouvelle,Appartement,Vente,2241238,63.74,3,1,0,2024,35162,2,Haut Standing,Petit,2024,2,1
ANO001226,2024-02-11,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,558745,86.83,3,1,2,2008,6435,18,Moyen,Moyen,2024,2,1
ANO000723,2024-02-12,Beau Villa Fès,Fes,Zouagha,Villa,Location,19135,149.39,5,2,0,1996,128,30,Economique,Moyen,2024,2,1
ANO001035,2024-02-12,Appartement 111m² Talborjt,Agadir,Talborjt,Appartement,Vente,2659792,111.77,3,1,2,2004,23797,22,Haut Standing,Moyen,2024,2,1
ANO000613,2024-02-12,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Vente,1542510,87.71,2,1,5,2009,17586,17,Haut Standing,Moyen,2024,2,1
ANO000544,2024-02-12,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Vente,652333,97.12,3,2,2,2003,6717,23,Moyen,Moyen,2024,2,1
ANO001094,2024-02-13,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,616487,63.46,3,1,1,2010,9715,16,Moyen,Petit,2024,2,1
ANO000241,2024-02-13,Terrain 94m² Agadir,Agadir,Talborjt,Terrain,Vente,892341,94.78,0,0,0,1999,9415,27,Moyen,Moyen,2024,2,1
ANO000783,2024-02-15,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,1808465,63.43,1,1,0,2010,28511,16,Haut Standing,Petit,2024,2,1
ANO000055,2024-02-16,Villa moderne Meknès,Meknes,Ville Nouvelle,Villa,Vente,7737893,184.35,3,2,0,2017,41974,9,Luxe,Grand,2024,2,1
ANO000616,2024-02-16,Bureau à vente - Rabat,Rabat,Ocean,Bureau,Vente,788930,170.63,0,0,0,1987,4624,39,Moyen,Grand,2024,2,1
ANO000646,2024-02-16,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,1398812,91.34,4,3,1,2013,15314,13,Haut Standing,Moyen,2024,2,1
ANO001174,2024-02-16,Bureau moderne Tanger,Tanger,Iberia,Bureau,Location,1253,140.11,0,0,2,1990,9,36,Economique,Moyen,2024,2,1
ANO000800,2024-02-16,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,17976,266.58,5,3,0,2010,67,16,Economique,Grand,2024,2,1
ANO000439,2024-02-16,Appartement moderne Fès,Fes,Ville Nouvelle,Appartement,Vente,2004141,52.2,1,1,1,1984,38394,42,Haut Standing,Petit,2024,2,1
ANO000703,2024-02-18,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,441926,100.96,2,1,3,2007,4377,19,Moyen,Moyen,2024,2,1
ANO001113,2024-02-18,Beau Appartement Agadir,Agadir,Talborjt,Appartement,Vente,386101,81.28,1,1,4,2014,4750,12,Moyen,Moyen,2024,2,1
ANO000580,2024-02-18,Beau Terrain Oujda,Oujda,Hay Qods,Terrain,Vente,479659,414.04,0,0,0,2023,1158,3,Moyen,Grand,2024,2,1
ANO001426,2024-02-19,Villa 202m² Hivernage,Marrakech,Hivernage,Villa,Vente,2149360,202.12,3,2,0,2002,10634,24,Haut Standing,Grand,2024,2,1
ANO001354,2024-02-21,Bureau à vente - Kenitra,Kenitra,Centre,Bureau,Vente,1105195,150.0,0,0,3,2012,7368,14,Haut Standing,Moyen,2024,2,1
ANO000546,2024-02-21,Beau Bureau Kenitra,Kenitra,Hay Essalam,Bureau,Vente,1038541,81.8,0,0,6,2013,12696,13,Haut Standing,Moyen,2024,2,1
ANO000629,2024-02-21,Appartement 92m² Marrakech,Marrakech,Medina,Appartement,Vente,546831,92.0,1,1,2,2003,5944,23,Moyen,Moyen,2024,2,1
ANO001303,2024-02-21,Appartement à vente - Tétouan,Tetouan,M'diq,Appartement,Vente,709052,49.83,4,2,2,2014,14229,12,Moyen,Petit,2024,2,1
ANO001382,2024-02-22,Villa moderne Kenitra,Kenitra,Centre,Villa,Vente,6467479,128.49,4,2,0,2009,50334,17,Luxe,Moyen,2024,2,1
ANO000951,2024-02-22,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,484208,105.83,2,1,1,1983,4575,43,Moyen,Moyen,2024,2,1
ANO001225,2024-02-22,Appartement 105m² Ville Nouvelle,Fes,Ville Nouvelle,Appartement,Vente,412838,105.5,2,1,2,1999,3913,27,Moyen,Moyen,2024,2,1
ANO000738,2024-02-22,Villa 320m² Anfa,Casablanca,Anfa,Villa,Location,27627,320.59,4,3,0,1993,86,33,Economique,Grand,2024,2,1
ANO000533,2024-02-23,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,624299,136.44,4,2,0,2010,4576,16,Moyen,Moyen,2024,2,1
ANO001290,2024-02-23,Beau Appartement Fès,Fes,Medina,Appartement,Vente,748434,88.5,3,2,1,2014,8457,12,Moyen,Moyen,2024,2,1
ANO001395,2024-02-24,Appartement à location - Kenitra,Kenitra,Centre,Appartement,Location,1794,70.38,3,1,7,2006,25,20,Economique,Petit,2024,2,1
ANO001314,2024-02-24,Beau Bureau Oujda,Oujda,Hay Qods,Bureau,Vente,890972,135.17,0,0,3,2019,6591,7,Moyen,Moyen,2024,2,1
ANO001442,2024-02-25,Appartement 65m² Californie,Casablanca,Californie,Appartement,Vente,420798,65.94,4,1,2,2015,6382,11,Moyen,Petit,2024,2,1
ANO000599,2024-02-25,Terrain moderne Meknès,Meknes,Ville Nouvelle,Terrain,Location,3456,209.76,0,0,0,2007,16,19,Economique,Grand,2024,2,1
ANO001293,2024-02-26,Villa à vente - Meknès,Meknes,Ville Nouvelle,Villa,Vente,7425024,269.44,4,3,0,1997,27557,29,Luxe,Grand,2024,2,1
ANO000214,2024-02-27,Villa moderne Fès,Fes,Ville Nouvelle,Villa,Vente,1552461,223.14,4,2,0,2024,6957,2,Haut Standing,Grand,2024,2,1
ANO000491,2024-02-28,Beau Villa Oujda,Oujda,Hay Qods,Villa,Vente,7794947,201.22,5,3,0,2008,38738,18,Luxe,Grand,2024,2,1
ANO000935,2024-02-28,Villa à location - Agadir,Agadir,Talborjt,Villa,Location,26099,169.68,4,3,0,2009,154,17,Economique,Grand,2024,2,1
ANO000903,2024-03-01,Bureau 120m² Hay Riad,Rabat,Hay Riad,Bureau,Vente,1257955,120.96,0,0,7,1994,10400,32,Haut Standing,Moyen,2024,3,1
ANO001257,2024-03-02,Villa 205m² Hassan,Rabat,Hassan,Villa,Vente,2532351,205.77,4,3,0,2015,12307,11,Haut Standing,Grand,2024,3,1
ANO000348,2024-03-02,Terrain 429m² Agadir,Agadir,Talborjt,Terrain,Vente,662335,429.44,0,0,0,2009,1542,17,Moyen,Grand,2024,3,1
ANO000595,2024-03-03,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Vente,369434,104.0,2,1,1,2001,3552,25,Moyen,Moyen,2024,3,1
ANO000653,2024-03-03,Beau Appartement Marrakech,Marrakech,Medina,Appartement,Vente,293719,163.44,4,2,4,2010,1797,16,Economique,Grand,2024,3,1
ANO001269,2024-03-04,Bureau moderne Meknès,Meknes,Hamria,Bureau,Vente,842885,140.54,0,0,0,2010,5997,16,Moyen,Moyen,2024,3,1
ANO000987,2024-03-05,Appartement à vente - Casablanca,Casablanca,Bourgogne,Appartement,Vente,2454248,57.34,2,1,2,2004,42802,22,Haut Standing,Petit,2024,3,1
ANO000472,2024-03-05,Terrain à location - Oujda,Oujda,Hay Qods,Terrain,Location,5798,222.78,0,0,0,2017,26,9,Economique,Grand,2024,3,1
ANO000995,2024-03-06,Bureau à vente - Fès,Fes,Medina,Bureau,Vente,1492997,131.55,0,0,8,1975,11349,51,Haut Standing,Moyen,2024,3,1
ANO000516,2024-03-07,Appartement à vente - Agadir,Agadir,Talborjt,Appartement,Vente,2187510,60.04,3,1,5,2012,36434,14,Haut Standing,Petit,2024,3,1
ANO001102,2024-03-07,Terrain 432m² Ville Nouvelle,Meknes,Ville Nouvelle,Terrain,Vente,492274,432.1,0,0,0,2018,1139,8,Moyen,Grand,2024,3,1
ANO001289,2024-03-07,Villa à vente - Oujda,Oujda,Hay Qods,Villa,Vente,2014071,191.72,5,2,0,2009,10505,17,Haut Standing,Grand,2024,3,1
ANO000639,2024-03-08,Appartement 71m² Tétouan,Tetouan,M'diq,Appartement,Location,1335,71.43,1,1,1,2003,19,23,Economique,Petit,2024,3,1
ANO001054,2024-03-09,Beau Villa Rabat,Rabat,Souissi,Villa,Location,25879,201.48,3,1,0,2006,128,20,Economique,Grand,2024,3,1
ANO000436,2024-03-10,Beau Appartement Kenitra,Kenitra,Centre,Appartement,Vente,1640613,85.7,2,1,4,2009,19144,17,Haut Standing,Moyen,2024,3,1
ANO001332,2024-03-10,Appartement à vente - Oujda,Oujda,Centre,Appartement,Vente,640132,33.37,3,2,0,2010,19183,16,Moyen,Petit,2024,3,1
ANO000704,2024-03-10,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,2241275,71.4,3,1,5,2000,31390,26,Haut Standing,Petit,2024,3,1
ANO001144,2024-03-10,Villa moderne Fès,Fes,Ville Nouvelle,Villa,Vente,2750661,287.32,5,3,0,2020,9574,6,Haut Standing,Grand,2024,3,1
ANO000431,2024-03-11,Villa moderne Marrakech,Marrakech,Gueliz,Villa,Vente,6582868,449.44,4,2,0,2009,14647,17,Luxe,Grand,2024,3,1
ANO001423,2024-03-12,Appartement moderne Tétouan,Tetouan,M'diq,Appartement,Vente,584908,2500.0,2,1,2,2001,234,25,Moyen,Grand,2024,3,1
ANO001264,2024-03-12,Villa à vente - Oujda,Oujda,Hay Qods,Villa,Vente,2851639,296.89,6,3,0,2006,9605,20,Haut Standing,Grand,2024,3,1
ANO000808,2024-03-13,Villa 231m² Ville Nouvelle,Fes,Ville Nouvelle,Villa,Vente,2784795,231.65,5,2,0,1999,12022,27,Haut Standing,Grand,2024,3,1
ANO001316,2024-03-14,Beau Terrain Oujda,Oujda,Centre,Terrain,Vente,1074042,364.52,0,0,0,2013,2946,13,Haut Standing,Grand,2024,3,1
ANO000456,2024-03-14,Beau Villa Kenitra,Kenitra,Centre,Villa,Vente,5762206,247.82,4,2,0,2002,23252,24,Luxe,Grand,2024,3,1
ANO000769,2024-03-14,Appartement à vente - Meknès,Meknes,Hamria,Appartement,Vente,789480,162.75,1,1,5,2008,4851,18,Moyen,Grand,2024,3,1
ANO000131,2024-03-14,Beau Bureau Tanger,Tanger,Centre Ville,Bureau,Vente,840634,139.68,0,0,5,1999,6018,27,Moyen,Moyen,2024,3,1
ANO000132,2024-03-15,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,769775,114.49,1,1,2,1992,6724,34,Moyen,Moyen,2024,3,1
ANO001435,2024-03-15,Beau Appartement Fès,Fes,Zouagha,Appartement,Location,6441,102.59,2,3,2,2002,63,24,Economique,Moyen,2024,3,1
ANO000980,2024-03-16,Appartement à vente - Rabat,Rabat,Hay Riad,Appartement,Vente,522454,44.01,2,1,2,1994,11871,32,Moyen,Petit,2024,3,1
ANO000591,2024-03-16,Terrain à vente - Rabat,Rabat,Souissi,Terrain,Vente,813081,503.41,0,0,0,1990,1615,36,Moyen,Grand,2024,3,1
ANO001120,2024-03-17,Villa à vente - Agadir,Agadir,Talborjt,Villa,Vente,2806899,286.65,3,2,0,2002,9792,24,Haut Standing,Grand,2024,3,1
ANO000578,2024-03-17,Terrain 297m² Hamria,Meknes,Hamria,Terrain,Vente,695205,297.67,0,0,0,2007,2335,19,Moyen,Grand,2024,3,1
ANO001106,2024-03-18,Bureau 117m² Centre,Oujda,Centre,Bureau,Vente,1366578,117.84,0,0,2,2002,11597,24,Haut Standing,Moyen,2024,3,1
ANO001325,2024-03-18,Appartement 87m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Location,8556,87.17,1,1,2,2012,98,14,Economique,Moyen,2024,3,1
ANO000927,2024-03-19,Appartement 96m² Talborjt,Agadir,Talborjt,Appartement,Vente,542588,96.99,3,1,4,2016,5594,10,Moyen,Moyen,2024,3,1
ANO001123,2024-03-19,Beau Villa Rabat,Rabat,Souissi,Villa,Location,20845,264.22,3,1,0,2006,79,20,Economique,Grand,2024,3,1
ANO000184,2024-03-19,Terrain à location - Tétouan,Tetouan,M'diq,Terrain,Location,2475,310.39,0,0,0,2008,8,18,Economique,Grand,2024,3,1
ANO001080,2024-03-20,Appartement 89m² Californie,Casablanca,Californie,Appartement,Vente,399409,89.62,3,1,2,2004,4457,22,Moyen,Moyen,2024,3,1
ANO000327,2024-03-20,Villa à vente - Tétouan,Tetouan,Centre,Villa,Vente,1408049,310.83,4,3,0,2016,4530,10,Haut Standing,Grand,2024,3,1
ANO001112,2024-03-20,Villa à vente - Oujda,Oujda,Hay Qods,Villa,Vente,2487036,361.97,5,2,0,1999,6871,27,Haut Standing,Grand,2024,3,1
ANO000442,2024-03-20,Appartement 86m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,608380,86.61,2,2,10,1994,7024,32,Moyen,Moyen,2024,3,1
ANO001279,2024-03-20,Villa à vente - Meknès,Meknes,Hamria,Villa,Vente,1714938,218.2,5,2,0,2019,7859,7,Haut Standing,Grand,2024,3,1
ANO000230,2024-03-20,Appartement moderne Fès,Fes,Ville Nouvelle,Appartement,Vente,1850072,102.77,3,1,2,2006,18002,20,Haut Standing,Moyen,2024,3,1
ANO000387,2024-03-20,Beau Appartement Rabat,Rabat,Hassan,Appartement,Vente,667812,76.88,2,1,5,1962,8686,64,Moyen,Petit,2024,3,1
ANO000310,2024-03-22,Beau Duplex Agadir,Agadir,Talborjt,Duplex,Location,8105,228.28,3,1,2,2009,36,17,Economique,Grand,2024,3,1
ANO001126,2024-03-23,Duplex à vente - Oujda,Oujda,Hay Qods,Duplex,Vente,1185583,136.01,3,1,3,2002,8717,24,Haut Standing,Moyen,2024,3,1
ANO000440,2024-03-25,Appartement 69m² Targa,Marrakech,Targa,Appartement,Location,7512,69.76,1,1,6,2008,108,18,Economique,Petit,2024,3,1
ANO001466,2024-03-26,Appartement à vente - Marrakech,Marrakech,Targa,Appartement,Vente,387098,62.48,2,1,4,2002,6196,24,Moyen,Petit,2024,3,1
ANO000341,2024-03-26,Appartement moderne Casablanca,Casablanca,Maarif,Appartement,Vente,612740,70.66,4,2,2,1999,8672,27,Moyen,Petit,2024,3,1
ANO000316,2024-03-26,Duplex 73m² Hay Riad,Rabat,Hay Riad,Duplex,Vente,1157949,73.72,3,2,1,1989,15707,37,Haut Standing,Petit,2024,3,1
ANO000922,2024-03-27,Villa 270m² Ocean,Rabat,Ocean,Villa,Vente,5052633,270.25,5,2,0,2012,18696,14,Luxe,Grand,2024,3,1
ANO000451,2024-03-28,Villa à location - Tanger,Tanger,Centre Ville,Villa,Location,16979,105.84,5,3,0,2014,160,12,Economique,Moyen,2024,3,1
ANO001495,2024-03-28,Appartement à vente - Oujda,Oujda,Centre,Appartement,Vente,448582,98.83,2,2,2,2012,4539,14,Moyen,Moyen,2024,3,1
ANO001178,2024-03-29,Villa moderne Marrakech,Marrakech,Medina,Villa,Location,12515,241.73,5,2,0,2008,52,18,Economique,Grand,2024,3,1
ANO001436,2024-03-29,Appartement 69m² Souissi,Rabat,Souissi,Appartement,Vente,1360851,69.25,2,1,2,2010,19651,16,Haut Standing,Petit,2024,3,1
ANO000024,2024-03-29,Appartement moderne Tétouan,Tetouan,M'diq,Appartement,Location,1890,94.03,2,2,4,2022,20,4,Economique,Moyen,2024,3,1
ANO001111,2024-03-29,Appartement à vente - Casablanca,Casablanca,Hay Mohammadi,Appartement,Vente,659653,46.36,2,2,0,2023,14229,3,Moyen,Petit,2024,3,1
ANO000674,2024-04-01,Beau Villa Tétouan,Tetouan,M'diq,Villa,Vente,1580371,254.79,5,2,0,2012,6203,14,Haut Standing,Grand,2024,4,2
ANO000902,2024-04-02,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Location,2691,91.23,4,3,0,2018,29,8,Economique,Moyen,2024,4,2
ANO001461,2024-04-02,Appartement moderne Agadir,Agadir,Centre,Appartement,Vente,568855,89.4,2,2,0,2004,6363,22,Moyen,Moyen,2024,4,2
ANO001087,2024-04-04,Terrain 472m² Talborjt,Agadir,Talborjt,Terrain,Vente,1156020,472.36,0,0,0,2008,2447,18,Haut Standing,Grand,2024,4,2
ANO000447,2024-04-04,Appartement à vente - Rabat,Rabat,Agdal,Appartement,Vente,1844729,89.26,2,2,0,2002,20667,24,Haut Standing,Moyen,2024,4,2
ANO000127,2024-04-05,Appartement 64m² Talborjt,Agadir,Talborjt,Appartement,Location,11504,64.79,2,2,0,2003,178,23,Economique,Petit,2024,4,2
ANO000399,2024-04-06,Appartement à vente - Marrakech,Marrakech,Medina,Appartement,Vente,358841,96.01,2,1,2,2010,3738,16,Moyen,Moyen,2024,4,2
ANO000338,2024-04-06,Beau Appartement Tanger,Tanger,Iberia,Appartement,Vente,2079040,136.88,2,2,4,2004,15189,22,Haut Standing,Moyen,2024,4,2
ANO000930,2024-04-06,Villa 213m² Tétouan,Tetouan,M'diq,Villa,Location,6208,213.51,3,2,0,2010,29,16,Economique,Grand,2024,4,2
ANO001438,2024-04-06,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Location,1362,97.37,2,1,2,2010,14,16,Economique,Moyen,2024,4,2
ANO001077,2024-04-07,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Location,2574,84.02,2,2,5,2006,31,20,Economique,Moyen,2024,4,2
ANO001472,2024-04-08,Appartement 90m² Centre,Oujda,Centre,Appartement,Vente,250233,90.01,2,2,1,2014,2780,12,Economique,Moyen,2024,4,2
ANO001194,2024-04-09,Villa moderne Fès,Fes,Medina,Villa,Vente,4400648,419.98,5,3,0,2019,10478,7,Luxe,Grand,2024,4,2
ANO000337,2024-04-09,Beau Appartement Oujda,Oujda,Centre,Appartement,Location,9679,71.62,1,1,10,2020,135,6,Economique,Petit,2024,4,2
ANO001417,2024-04-11,Duplex moderne Tétouan,Tetouan,M'diq,Duplex,Location,8383,147.12,3,1,4,2018,57,8,Economique,Moyen,2024,4,2
ANO000530,2024-04-11,Villa moderne Fès,Fes,Ville Nouvelle,Villa,Vente,5449458,183.79,4,3,0,2001,29650,25,Luxe,Grand,2024,4,2
ANO000933,2024-04-12,Beau Appartement Fès,Fes,Ville Nouvelle,Appartement,Vente,2229251,40.35,3,1,0,1994,55248,32,Haut Standing,Petit,2024,4,2
ANO000317,2024-04-12,Beau Duplex Tétouan,Tetouan,M'diq,Duplex,Vente,1772648,162.17,4,2,7,2012,10931,14,Haut Standing,Grand,2024,4,2
ANO001185,2024-04-14,Appartement 147m² Talborjt,Agadir,Talborjt,Appartement,Location,2366,147.79,2,1,10,1995,16,31,Economique,Moyen,2024,4,2
ANO001285,2024-04-15,Appartement 57m² Fès,Fes,Ville Nouvelle,Appartement,Vente,705528,57.32,3,2,4,1994,12309,32,Moyen,Petit,2024,4,2
ANO000566,2024-04-16,Bureau 79m² Californie,Casablanca,Californie,Bureau,Vente,1975572,79.99,0,0,3,1989,24698,37,Haut Standing,Petit,2024,4,2
ANO001478,2024-04-16,Beau Appartement Rabat,Rabat,Souissi,Appartement,Vente,282344,90.67,3,2,1,1991,3114,35,Economique,Moyen,2024,4,2
ANO000792,2024-04-17,Appartement 112m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,610214,112.93,3,1,2,2021,5403,5,Moyen,Moyen,2024,4,2
ANO001053,2024-04-17,Appartement 87m² Hay Qods,Oujda,Hay Qods,Appartement,Vente,1505029,87.74,2,1,2,2020,17153,6,Haut Standing,Moyen,2024,4,2
ANO000879,2024-04-19,Villa moderne Tétouan,Tetouan,M'diq,Villa,Vente,3049979,335.72,5,2,0,2011,9085,15,Luxe,Grand,2024,4,2
ANO000889,2024-04-19,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,605585,50.82,2,1,0,2016,11916,10,Moyen,Petit,2024,4,2
ANO001187,2024-04-20,Bureau moderne Kenitra,Kenitra,Centre,Bureau,Vente,1154749,68.03,0,0,3,2011,16974,15,Haut Standing,Petit,2024,4,2
ANO001340,2024-04-21,Appartement moderne Meknès,Meknes,Ville Nouvelle,Appartement,Vente,633540,72.06,2,1,2,2009,8792,17,Moyen,Petit,2024,4,2
ANO000267,2024-04-21,Appartement à location - Oujda,Oujda,Centre,Appartement,Location,2214,85.74,4,3,2,2017,26,9,Economique,Moyen,2024,4,2
ANO001247,2024-04-23,Bureau à vente - Tétouan,Tetouan,Centre,Bureau,Vente,1051767,66.08,0,0,1,2004,15917,22,Haut Standing,Petit,2024,4,2
ANO000407,2024-04-23,Beau Appartement Agadir,Agadir,Hay Mohammadi,Appartement,Vente,449758,138.63,3,2,0,2000,3244,26,Moyen,Moyen,2024,4,2
ANO001104,2024-04-23,Appartement moderne Tétouan,Tetouan,M'diq,Appartement,Location,2200,55.45,2,2,5,2013,40,13,Economique,Petit,2024,4,2
ANO001217,2024-04-24,Appartement moderne Fès,Fes,Medina,Appartement,Vente,643945,74.22,1,1,3,2006,8676,20,Moyen,Petit,2024,4,2
ANO001492,2024-04-24,Terrain 401m² Ville Nouvelle,Fes,Ville Nouvelle,Terrain,Vente,963266,401.5,0,0,0,2007,2399,19,Moyen,Grand,2024,4,2
ANO000706,2024-04-26,Beau Appartement Meknès,Meknes,Hamria,Appartement,Location,1954,79.29,2,1,4,2002,25,24,Economique,Petit,2024,4,2
